TKID,ERWACHSENE_ABSATZ_1M,JUNIOREN_ABSATZ_1M,NICHT_ZUGEORDNET_ABSATZ_1M,REDUZIERT_1_2_ABSATZ_1M,VOLLPREIS_ABSATZ_1M,ERWACHSENE_ABSATZ_2M,JUNIOREN_ABSATZ_2M,NICHT_ZUGEORDNET_ABSATZ_2M,REDUZIERT_1_2_ABSATZ_2M,VOLLPREIS_ABSATZ_2M,ERWACHSENE_ABSATZ_3M,JUGEND_ABSATZ_3M,JUNIOREN_ABSATZ_3M,NICHT_ZUGEORDNET_ABSATZ_3M,REDUZIERT_1_2_ABSATZ_3M,VOLLPREIS_ABSATZ_3M,ERWACHSENE_ABSATZ_6M,JUGEND_ABSATZ_6M,JUNIOREN_ABSATZ_6M,NICHT_ZUGEORDNET_ABSATZ_6M,REDUZIERT_1_2_ABSATZ_6M,VOLLPREIS_ABSATZ_6M,ERWACHSENE_ABSATZ_9M,JUGEND_ABSATZ_9M,JUNIOREN_ABSATZ_9M,NICHT_ZUGEORDNET_ABSATZ_9M,REDUZIERT_1_2_ABSATZ_9M,VOLLPREIS_ABSATZ_9M,ERWACHSENE_ABSATZ_12M,JUGEND_ABSATZ_12M,JUNIOREN_ABSATZ_12M,NICHT_ZUGEORDNET_ABSATZ_12M,REDUZIERT_1_2_ABSATZ_12M,VOLLPREIS_ABSATZ_12M,MIN_DATE,MAX_DATE,ABSATZ_TOTAL,KUNDE_SEIT_TAGE,KUNDE_SEIT_MONATE
06a9c759-ceac-42b7-a1d9-babe13fdba5a,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,2020-06-17,2020-12-31,7,197 days,7
080df66a-67c3-461b-ac6f-b95291758612,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,,,,,,,,,,,,,2020-06-30,2020-12-23,75,184 days,7
092b1e8d-8e08-4aba-a0af-69614f897de4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,2020-06-08,2020-12-11,18,206 days,7
0c5142ae-0c8d-4688-847f-66ac6dd43ff5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,2020-06-04,2020-12-26,8,210 days,7
0cc31433-7742-48e7-b139-4a5cfb3111ed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-08,2020-12-27,2,84 days,3
0e011288-457e-4f7b-a480-70722ae1b9b2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,2020-08-24,2020-12-22,11,129 days,5
0f92faee-ec50-4ddc-98ac-f2929adfbeea,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,,,,,,,,,,,,,2020-06-03,2020-12-31,66,211 days,7
10ceb1cc-f263-4c47-92ad-00099a8bab51,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,,,,,,,,,,,,,2020-06-25,2020-12-22,35,189 days,7
12df083f-babd-4e0f-a0a0-e4771a182c6b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,,,,,,,,,,,,,2020-07-12,2020-12-14,27,172 days,6
1441a30b-a646-4597-9ca3-3ac2814837e0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,,,,,,,,,,2020-06-03,2020-12-27,40,211 days,7
188286a1-2c90-4d2e-b6e6-75a81e80328b,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,119.0,3.0,,,,,,,,,,,,,2020-06-01,2020-12-22,138,213 days,7
18ab2f38-7f8d-402a-9076-e2f921ccfdf6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,27.0,,,,,,,,,,,,,2020-06-12,2020-12-13,28,202 days,7
191b3192-786d-4c73-8111-6b4e6e9e06e7,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,,,,,,,,,,,,,2020-06-13,2020-12-29,123,201 days,7
1937d602-6600-4de4-bc11-0bb8ff16fd78,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-20,2020-12-25,15,72 days,3
1a09aa3a-3934-4727-b3ff-44c5960c1938,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,,,,,,,,,,,,2020-06-04,2020-12-16,47,210 days,7
20fcf3ce-147e-4d1d-b9bd-2080eec9cfb1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,,,,,,,,,,,,,2020-06-03,2020-12-16,43,211 days,7
240797fc-b4df-4cc1-95fd-6010f8c4c56d,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,,,,,,,2020-07-17,2020-12-18,16,167 days,6
2492cd4f-602f-4217-9837-c5377c835f86,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,2020-06-11,2020-12-08,15,203 days,7
2719a09c-ffac-4fdc-9d38-e89d2baf67b9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,,,,,,,,,,,,,2020-06-11,2020-12-15,39,203 days,7
2d458c3b-036f-421a-bac8-2be2404dfa78,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,,,,,,,,,,,,2020-07-31,2020-12-27,14,153 days,6
33b7dfbe-3fbd-4e37-9be5-3d4e3ffae657,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,,,,,,,,,,,,,2020-06-27,2020-12-28,27,187 days,7
345db580-fe4e-4d93-a98e-dfcf5f4d5c0f,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-20,9,213 days,7
381b52bd-24fe-485b-9710-f0f4d514b4d4,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,2020-06-22,2020-12-22,20,192 days,7
386ceb10-0fe9-469a-b667-e1cb52c4b4ef,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,2020-07-01,2020-12-22,13,183 days,7
3c7e6501-645c-4c57-b723-68a4f27a56c3,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-28,72,212 days,7
3d909c8d-d7cb-4ea3-b759-2667c8ba4f13,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,,,,,,,,,,,,,2020-06-15,2020-12-30,93,199 days,7
4003322a-c157-4f2c-a468-71babbd59f01,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,,,,,,,,,,,,,2020-06-05,2020-12-29,63,209 days,7
45f7d279-0f79-4113-81d0-929190e29b07,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-31,20,213 days,7
465346d9-5c77-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,2020-09-28,2020-12-12,4,94 days,4
465346d9-824b-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,2020-06-20,2020-12-17,17,194 days,7
465346d9-884e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-29,93,213 days,7
465346d9-bb67-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,2020-06-09,2020-12-14,10,205 days,7
465346d9-f39b-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,2020-07-30,2020-12-29,13,154 days,6
465346d9-fa29-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-04,2020-12-14,8,88 days,3
465346da-a832-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,2020-06-22,2020-12-17,21,192 days,7
465346da-ab5d-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,,,,,,,2020-06-04,2020-12-15,17,210 days,7
465346da-c6d8-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,2020-09-14,2020-12-17,7,108 days,4
465346db-077c-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,2020-09-24,2020-12-30,13,98 days,4
465346db-5787-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-17,2020-12-31,6,75 days,3
465346db-7e9f-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,,,,,,,,,,,,,2020-06-06,2020-12-25,80,208 days,7
465346db-7ec2-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,,,,,,,,,,,,,2020-06-03,2020-12-05,30,211 days,7
465346db-83b1-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-27,2020-12-27,1,4 days,1
465346db-938e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,,,,,,,,,,,,,2020-06-05,2020-12-21,70,209 days,7
465346db-b021-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,2020-12-02,1,29 days,1
465346dc-4ded-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,2020-06-15,2020-12-27,5,199 days,7
465346dc-544c-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-18,2020-12-29,9,74 days,3
465346dc-c105-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-18,14,212 days,7
465346dc-f1cf-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,57.0,3.0,,,,,,,,,,,,,2020-06-05,2020-12-19,69,209 days,7
465346dc-fdda-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,2020-06-25,2020-12-25,8,189 days,7
465346dd-3038-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,,,,,,,,2020-06-16,2020-12-29,18,198 days,7
465346dd-a158-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,,,,,,,,,,,,,2020-06-05,2020-12-11,24,209 days,7
465346dd-a92d-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-13,37,212 days,7
465346dd-e2ee-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,2020-07-05,2020-12-06,11,179 days,6
465346de-167f-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-31,59,213 days,7
465346de-9ef9-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,,,,,,,,,,,,,2020-06-12,2020-12-10,9,202 days,7
465346de-a0d0-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,2020-08-26,2020-12-30,3,127 days,5
465346de-c5e4-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,89.0,20.0,,,,,,,,,,,,,2020-06-05,2020-12-29,122,209 days,7
465346de-c8d6-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,2020-06-21,2020-12-04,13,193 days,7
465346de-dd87-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-13,2020-12-15,20,79 days,3
465346de-ddf1-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,2020-07-25,2020-12-06,7,159 days,6
465346df-5d44-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,,,,,,,,,,,,,,,,2020-08-20,2020-12-21,31,133 days,5
465346df-6665-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,,,,,,,,,,,,,2020-06-11,2020-12-27,24,203 days,7
465346df-6678-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,2020-06-12,2020-12-13,4,202 days,7
465346df-76a7-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,124.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-24,146,213 days,7
465346df-7b04-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-13,65,212 days,7
465346df-7e8e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2020-06-06,2020-12-06,11,208 days,7
465346df-d2f5-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-16,42,212 days,7
465346e0-4ef0-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,2020-10-23,2020-12-26,5,69 days,3
465346e0-61d5-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-19,2020-12-18,5,42 days,2
465346e0-9edd-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,2020-06-10,2020-12-25,7,204 days,7
465346e0-b889-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,2020-06-12,2020-12-30,4,202 days,7
465346e0-d2c5-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-28,2020-12-24,5,33 days,2
465346e1-7603-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,,,,,,,,,,,,,2020-06-13,2020-12-24,38,201 days,7
465346e1-aa08-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,2020-08-22,2020-12-30,36,131 days,5
465346e1-da7e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,,,,,,,,,,,,,2020-07-26,2020-12-08,7,158 days,6
465346e2-0568-fe39-e053-b12a1cac73f5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,,,,,,,,,,,,,2020-07-18,2020-12-02,11,166 days,6
465346e2-0eba-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,,,,,,,,,,,,,2020-06-05,2020-12-31,58,209 days,7
465346e2-66e1-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,,,,,,,2020-06-10,2020-12-24,18,204 days,7
465346e3-0b67-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2020-07-02,2020-12-29,10,182 days,6
465346e3-2586-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,,,,,,,,,,,,2020-06-02,2020-12-15,20,212 days,7
465346e3-724d-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-19,2020-12-29,3,12 days,1
465346e4-2f64-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,2020-09-16,2020-12-30,5,106 days,4
465346e4-5292-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,,,,,,,,,,,,,2020-06-06,2020-12-17,66,208 days,7
465346e4-52e9-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,2020-06-01,2020-12-22,23,213 days,7
465346e4-9e78-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,2020-06-10,2020-12-19,10,204 days,7
465346e4-a689-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,2020-06-21,2020-12-30,15,193 days,7
465346e4-c1c9-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,,,,,,,,,,,,2020-06-23,2020-12-11,15,191 days,7
465346e4-c45e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,,,,,,,,,,,,,2020-06-04,2020-12-07,20,210 days,7
465346e5-187f-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,2020-09-28,2020-12-06,7,94 days,4
465346e5-9068-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,2020-06-04,2020-12-11,25,210 days,7
465346e5-9e5e-fe39-e053-b12a1cac73f5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2020-06-13,2020-12-09,12,201 days,7
465346e5-b771-fe39-e053-b12a1cac73f5,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,2020-06-17,2020-12-23,17,197 days,7
